Job_title,Company,State,City,Min_Salary,Max_Salary,Job_Desc,Industry,Rating,Date_Posted,Valid_until,Job_Type
Data Engineer,SMI Client,VA,Fairfax,-1,-1,"Shine Management seeks a Data Engineer to support the data pipeline for the development and integration of Artificial Intelligence and Big Data/Cloud Solutions.

The candidate will have experience in managing, manipulating, storing and parsing data in a data pipeline for variety of computer vision and other AI applications. The work is performed in a multidisciplinary team environment in an agile project framework. The candidate must be highly motivated and enthusiastic about implementing new technologies in a small team environment where deadlines are important to national security.

Position Responsibilities:

Work closely with data engineers and architects to engineer ETL solutions to prepare for ingest into machine learning development environmentsDesign, develop and maintain data services and/or pipelines as part of an Agile/Scrum teamCode, test and implement ETL logicSupport continuous process automation for data ingestSupport the development and integration of ML algorithms for testing and operational deploymentPerform data analysis to assist in decision-makingWork with program management and engineers to implement and document complex and evolving requirementsPerform multiple tasks simultaneously and successful perform under changing requirements and deadlinesHelp cultivate an environment that promotes customer service excellence, innovation, collaboration, and teamwork

Required Skills:

Must be a US Citizen and Secret Clearance eligibleA Bachelor's Degree in Data Science, Math, Finance, Statistics, Information Management, Computer Science, Engineering, or equivalent field2-7+ years of hands-on work experience in one of the related areas: Data Science, Computer Science or Computer EngineeringProficient parsing / ETL-ing data into a variety of formats for ML applications, Test & Validation, metrics derivationProficiency with Python, Linux shell and scripting languagesTechnical proficiency with transforming structured and unstructured data setsExcellent communication, and presentation skills with the demonstrated ability to communicate across all levels of the organization and communicate technical terms to non-technical audiences with an impeccable attention to detail

Desired Skills:

Secret Clearance and eligible to obtain Top SecretAdvanced degree (Masters) in a technical disciplineExperience working with cloud technologies (Amazon Web Services, Microsoft Azure, etc.)Experience working with Department of Defense (DoD) organizations or performersExperience with PySpark, PandasExperience with Palantir FoundryExperience with NoSQL databases such as MongoDB
",,,2020-05-06,2020-06-06,FULL_TIME
Coupled Data Assimilation Developer,"Science Systems and Applications, Inc",MD,Greenbelt,45423,83810,"SSAI is an Equal Employment Opportunity and Affirmative Action Employer.

EOE/Minorities/Females/Veterans/Disabled

Coupled Data Assimilation Developer

Reference #:20-2858 Open Date:4/20/2020 Location:Greenbelt, MD US Citizenship Required:No Job Description:

Science Systems and Applications, Inc. (SSAI) is seeking a skilled research scientist to develop advanced analysis techniques for combining observed data with complex numerical models, in order to derive optimal estimates of the state of the Earth System at the interfaces of the atmosphere with the underlying oceans and ice sheets. The focus is on coupled atmosphere-ocean-ice data assimilation using the Goddard Earth Observing System (GEOS) Earth system model and analysis framework, in collaboration with the Global Modeling Assimilation Office (GMAO) at Goddard Space Flight Center.

This individual will contribute to the development of coupled ocean-atmosphere data assimilation techniques that are incorporated into the GEOS framework using the Joint Effort for Data assimilation Infrastructure (JEDI), to advance the GMAO's environmental analysis and prediction capabilities. The work involves an ongoing process of collaboration and sharing of research, data, and observations with NASA's satellite observation team and the Global Modeling and Assimilation Office (GMAO) Earth system modeling team. The practical developments from this work will advance the use of satellite observations in the ocean and atmosphere-ocean interface layer of the GMAO's products, including Earth system reanalysis, seasonal forecasts, and weather forecasts.

This position will require effective collaboration in areas important for improving the overall performance of the coupled data assimilation system, including data assimilation techniques, system integration and workflows, and computational efficiencies. This collaboration will include regular interactions with scientists and software engineers in the GMAO and the Joint Center for Satellite Data Assimilation.

Required Qualifications:

Ph.D. Degree in physical science or related field and at least five years of experience working with data assimilation systems
Experience with complex numerical models
Strong skills in Fortran programming and the use of software version control platforms (GitHub)
Experience should include significant work with parallel computing processes, languages, and hardware
Experience documenting system developments and impacts on performance through technical reports and peer-reviewed publications
Ability to present critical research findings at seminars, workshops, or conferences

Desired Qualifications:

Experience with object-oriented programming
Programming experience in Python, C++
Familiarity with Agile coding practices
Scientific visualization experience
Familiarity with earth science data formatsSDL2017
",Aerospace & Defense,3.9,2020-05-01,2020-06-06,FULL_TIME
Data Science Fellow,Øptimus Consulting,VA,Alexandria,-1,-1,"Job Description:

Øptimus Consulting, a data science and software company, is seeking a data science fellow in the Washington, DC area. Fellows with the Data Science & Predictive Analytics team will participate in all aspects of work at Øptimus. In an environment where long-term projects last one or two weeks, no two days are the same. You'll work on multiple projects: writing call scripts that are used in hundreds of thousands of calls, streamlining our current workflow, sitting in on meetings to offer your valuable insight, and creating statistical models to meet the needs of our clients, just to name a few. We'll match what you're good at with what you enjoy and what we need.

Fellowships are intended for recent college graduates or those with graduate degrees looking to transition into data science. The fellowship is a twelve-month full-time position with an opportunity for a permanent job offer upon completion.

Qualifications:

Must have a college degree in a STEM or social science field, or equivalent real-world experience. At least one course in statistics is required.
Having courses or experience in machine learning, data mining, regression, generalized linear models, experimental design, and/or GIS is especially desired.
A Masters or Doctorate Degree is a plus but not necessary.
Must be able to learn quickly and juggle multiple projects with moving deadlines.
Must have strong analytical skills.
Must have killer Excel skills and be incredibly competent in Word and PowerPoint.
Must have experience in R or Python.
Experience with Tableau is a plus.
A passion or knowledge for politics is preferred but not necessary.
Experience with political campaigns, commercial operations, or similar efforts can be very helpful.
Experience with computer programming is a plus.

Compensation:

Fellows with Øptimus are salaried W2 employees and have benefits, including health insurance, dental and vision insurance, transportation reimbursement, and cell phone reimbursement.

Company:

Øptimus Consulting is a family of statisticians, graphic designers, data scientists, programmers, social media marketing analysts, and recovering politicos. Since its founding in 2013, 0ptimus has been at the forefront of developing innovative data and analytics software platforms. 0ptimus has designed and delivered data-driven strategies for leading political campaigns, Fortune 500 companies, and non-profits around the globe.

We handle a wide variety of projects and use many different technologies and programs to meet our clients' needs, so our culture here is one of constant learning and curiosity, while doing things the right way. We boast a two-floor office near the yellow and blue Metro lines, no cubicles, a nacho cheese machine, and kegerator. If you live by the ""work hard, play hard"" philosophy, then you'll be a great fit with the Øptimus team.

Powered by JazzHR",,,2020-05-01,2020-06-06,FULL_TIME
Security Data Engineer,BlueVoyant,MD,College Park,92357,157230,"Security Data Engineer

BlueVoyant is seeking an experienced Security Data Engineer to join our MSS Engineering Team to help implement/support specific technology platforms used to deliver our internet-scale intelligence and managed security products. This position will enable a talented individual to work hand-in-hand with some of the top security and data science experts in the business. You will be leveraging your knowledge, skills, and experience to architect, build, optimize and maintain data pipelines that drive our big data cloud platforms and orchestration engine. The skys is the limit as you help us evolve our technologies, processes, and capabilities to counter sophisticated and adaptive adversaries.

The individual can work remotely or be based in our College Park, Maryland office

Qualifications for the Role:

Love of data, data modeling, and data transformation.In-depth knowledge of cyber security or network technology solutions and their related data types. Strong experience in architecting and building data pipelines.Exceptional analytical skills to visualize how to transform unstructured data into actionable information.Experience in data normalization, routing, storage, retrieval, archiving.Experience with modern Agile practices such as Scrum and Kanban.Experience with change management and CI/CD tools such as JIRA, Gitlab, etc. a plus.BS/BA in Computer Science, Engineering or relevant field experience.Experience in one or more programming or scripting languages such as: Python, JavaScript, SPL, YAML, C++, JSONPreferred technology experiences: AWS, Azure, GCP, Splunk, ELK, Google BigQuery, Cribl, Kubernetes, Hadoop, Kafka.

What you will do as a Security Data Engineer:

Work with security engineers to extract and normalize data into a big data platform.Use multiple technologies and methods to import new data sources into big data platforms.Recommend and implement best practices on data storage and retrieval for performance and secure transmission.Work with other security geeks.Coordinate with product management, client delivery teams, and corporate management to execute aggressive, but realistic, projects.

General responsibilities include:

Work with cross-functional teams to proactively improve on existing integration and automation workflows.Maintain up-to-date knowledge of technology standards, industry trends, emerging technologies, and MSS best practices.Ensure technical issues are quickly resolved and help implement strategies and solutions to reduce the likelihood of recurrence.Work with peers to ensure the end-to-end solution provided by BV works seamlessly for our clients.

Ideal candidates will:

Thrive in our small, fast-paced, product-driven environment.Collaborate with teams from across the organization.Execute on tight schedules and under pressure.Present ideas in business-friendly and user-friendly language.Follow a disciplined workflow driven by well-defined requirements.Demonstrate ownership of tasks with escalation as needed.Be a subject matter expert in how a set of technologies work together.Relentlessly push for successful operational outcomes.Possess a strong interest or background in cyber security.

About BlueVoyant

BlueVoyant is a global cybersecurity firm that provides Advanced Threat Intelligence, for large companies and a comprehensive Managed Security Service and Professional Services for small businesses, powered by one of the largest commercially available cyber threat databases in the world.

By working with BlueVoyant, companies can gain unique and far-reaching visibility into malicious activity on their networks, in the dark web and across the internet, as well as real-time, automatable remediation services. Through our unique real-time external threat monitoring, predictive human and machine-sourced intelligence, and proactive managed security and incident response, BlueVoyant offers the private sector exceptional cyber defense capabilities.

Co-founded by CEO Jim Rosenthal, former Chief Operating Officer at Morgan Stanley, and Executive Chairman Tom Glocer, former Chief Executive Officer at Thomson Reuters, BlueVoyant has attracted a management team that comes from the worlds preeminent intelligence, law enforcement, and private sector organizations. Other leaders include:

Jim Penrose, COO, former EVP at Darktrace with 17 years at the NSA in key leadership roles.Robert Hannigan, Chairman of BlueVoyant International, former Director of GCHQ.Gad Goldstein, President BlueVoyant International and Chairman of BlueVoyant Israel, former division head in the Israel Security Agency, Shin Bet.Austin Berglas, Global Head of Professional Services, former head of the FBI's New York Cyber Branch.Milan Patel, Chief Client Officer, former CTO of the FBI Cyber Division.Ron Feler, Global Head of Threat Intelligence and Operations, former Deputy Commander of Unit 8200, the cybersecurity division of the Israel Defense Forces.Mike Wertheimer, Senior Advisor, former Research Director of NSABill Crumm, Senior Advisor, former NSA SIGINT Director and former Cybersecurity Head, Morgan Stanley.Jim Bieda, Senior Advisor, former NSA Deputy CTO.

All employees must be authorized to work in the United States or Israel. BlueVoyant provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, BlueVoyant complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities.

Powered by JazzHR",,4.2,2020-04-30,2020-06-06,FULL_TIME
Hybrid Data Engineer/Analyst (Clearance req'd),IST Research,VA,Arlington,-1,-1,"About IST Research

IST provides tech-enabled answers to complex questions about hard to reach populations. Our mission is to address some of the most urgent human security issues faced by the worlds vulnerable populations. We have built a diverse group of technologically and operationally savvy engineers, implementers, and scientists intrigued by opportunities to design and implement new technologies that make a positive impact.

Position Details

Are you intrigued by creating innovative solutions to complex data problems? Do you find yourself dumpster diving in GitHub for new ways to collect and analyze publicly available information? Do you use tools like Integromat, Airtable, or other tools you have found to optimize data processing? Are you a problem solver? If so, we are looking for you.

IST Research is looking for a full time hybrid Data Scientist/Engineer/Analyst to join our team. This position will involve leveraging your ideas and creative approaches to solve challenging data and information problems. The ideal candidate is not only skilled with data analysis but can work with open source and commercial off the shelf tools to transform and enhance data to drive decision making and provide value to our US Government customer.

The ideal candidate is pro-active hungry, humble, and smart, is comfortable working in a fast-paced, unstructured work environment, and craves the flexibility to create and test new ideas.

Location: Arlington, VA

Duties

Develop techniques and services to analyze and process text, images, audio, and video using in-house and SAAS solutions Work with internal and external customers to understand data insight requirements, and turn them into polished deliverables Transform and manipulate data to gain a better understanding of the information environment, using a variety of IST developed, open-source, and commercial off the shelf technologies Integrate various data sources together in order to provide additional knowledge around a given problem set Generate reports, assessments, and regular updates to internal and external customers regarding information flowing in Integrate new APIs into existing workflows to enhance our data

Requirements

Previous experience in data engineering, data analysis, data science, or applied statistics preferred Comfortable with data manipulation and visualization, creating data-based products, infographics, and visualizations (e.g. Gephi, Tableau, Kibana) Experience designing or developing point-and-click workflows and visual data pipelines (e.g. Integromat, Microsoft Flow, Zapier, IFTTT) Willing and able to relocate to the DC metro area Active US security clearance is required for this position


The Candidate Should Be

Flexible; comfortable with unstructured fast-paced work, and a lot of it. Can prioritize there will be more work to do that should be done than can be done. Wants to work in jeans but packs a suit. Humble, Hungry, and Smart, with an emphasis on Hungry.
",Business Services,4.0,2020-04-24,2020-06-06,FULL_TIME
Senior Associate Scientist - Sterility,Merck KGaA,MD,Rockville,125171,139680,"...


a.dialogApplyBtn {

 display: none;

 }







 Senior Associate Scientist - Sterility







Your role:

Perform assays/ testing for a laboratory within Biologics. This position may have supervisory responsibilities for associate scientists I and II.

The Senior Associate Scientist will perform safety testing required to manufacture clinical and commercial products. The Senior Associate Scientist is required to make scientific observations, maintain detailed workbooks/ documentation and ensure all documentation fulfills generally accepted professional/industry standards. Requirements also include maintaining a thorough understanding of BioReliance services, technical principles and applications.


Act as subject matter expert (SME) for specific defined area(s) of BioReliance business.
Applies laboratory techniques and skills to complete experiments designed to address a variety of specific problems.
Independently applies basic scientific principles in the design of experiments and the development of assays.
Performs testing in accordance with SOPs and regulations (cGMP and GLP) for custom/ non-routine and new services.
Maintains complete and comprehensive records for study integrity.
Makes detailed observations, documents results and performs data analysis.
Operates and maintains lab equipment as required by SOPs and testing procedures.
Utilizes applicable computer programs during testing and routine tasks (i.e. Word, Excel, Oracle, LIMS, BRIQS, etc.).
Utilizes problem solving/ trouble shooting skills.
Communicates deviations/ events, progress and interim results to Study Management.
Leads the completion of event records.
Liaise with Quality Assurance and appropriate cross-functional departmental areas to close the events and corrective actions identified during GxP laboratory testing.
Maintains a working knowledge of lab procedures and assays.
Creates/ revises SOPs, laboratory records and other related documentation as assigned.
Writes technical reports for internal use and collaborates on papers for external use.
Performs training of laboratory personnel as needed/ assigned
May serve as team lead.
Contribute ideas and suggestions to improve standard laboratory techniques, protocols, processes and equipment.
Acts as key driver/ champion on project teams.
Complies with company health and safety regulations and procedures.
Performs other duties as assigned.

Who you are:

Required Qualification:

BA/BS or MA/MS in scientific discipline
5+ years of experience of relevant work experience as a scientist in the sterility field

Preferred Qualification:

Broad working knowledge of field and experience with relevant laboratory practices, techniques, equipment, materials and mathematical calculations.
Intermediate skills in applicable computer programs
Excellent oral and written communication skills that have been demonstrated through presentations/seminars, oversight of projects, implementation of new services, etc.
Excellent time management skills
Highly collaborative as well as independent
Demonstrates a high level of initiative and leadership capabilities
Effective coaching and training (or supervisory where relevant) skills for complex and highly technical work
Highly, technically competent

RSRMS







Job Requisition ID:

202804







Location:

Rockville







Career Level:

D - Professional (4-9 years)







Working time model:

full-time




US Disclosure

The Company is an Equal Employment Opportunity employer. No employee or applicant for employment will be discriminated against on the basis of race, color, religion, age, sex, sexual orientation, national origin, ancestry, disability, military or veteran status, genetic information, gender identity, transgender status, marital status, or any other classification protected by applicable federal, state, or local law. This policy of Equal Employment Opportunity applies to all policies and programs relating to recruitment and hiring, promotion, compensation, benefits, discipline, termination, and all other terms and conditions of employment. Any applicant or employee who believes they have been discriminated against by the Company or anyone acting on behalf of the Company must report any concerns to their Human Resources Business Partner, Legal, or Compliance immediately. The Company will not retaliate against any individual because they made a good faith report of discrimination.

North America Disclosure

The Company is committed to accessibility in its workplaces, including during the job application process. Applicants who may require accommodation during the application process should speak with our HR Services team at 855 444 5678 from 8:00am to 5:30pm ET Monday through Friday.

Job Segment:

 Scientist, Database, Oracle, Laboratory, Science, Technology, Research
",Biotech & Pharmaceuticals,4.0,2020-05-05,2020-06-06,FULL_TIME
SE&I GIS Scientist,BAE Systems USA,VA,Sterling,49369,106046,"Job Description BAE Systems is building a team of Geospatial Engineers to design, analyze and develop geo-spatial solutions and product specifications for infrastructure, hydrographic and physiographic features for global geo-spatial images and vector products in support of the Intelligence Community (IC). Our team of engineers will perform geographic information system analyses and will develop designs for spatial and relational databases to facilitate data analysis by IC analysts. The team will also assist in the development of software to manage spatial and relational data, as well as streamline workflows and add automation to the development of analyst products and reports.

Supports SE&I Task Lead. Works closely with Agency/COCOM Analysts to identify enhancements for new/improved user functionality that will assist and/or automate Analysts work. Responds to National Security events that are unplanned and unknown in advance with recommended capability enhancements. Examines how data creates relationships, patterns of life, associations and other factors and identify shortfalls, hidden insights or anomalies. Make recommendations on ways to apply data and/or help codify new collection or system requirements. Hypothesize approaches for improved data analytic structures making them more effective and efficient. Collaborates with Programmers/Developers to design, develop, and assess Analyst tools as well as develop machine algorithms to automate existing analyst workflows with rule-based engines to include transformation, validation, processing, enrichment, and correlation of data. Works closely with database administrators to transition existing platforms, data repositories, and architectures to target architecture.

Work Locations for this opportunity are located primarily in Sterling VA and Joint Base Anacostia Bolling. However, other work locations are available in Reston VA, Charlottesville VA, Doral Florida and other CONUS and OCONUS. We're hiring multiple candidates for this position, ranging in skill levels from Junior to Subject Matter Expert.

Required Skills and Education

Bachelors degree in computer science, information technology or engineering related disciplines.0-3 years | 4-8 years | 9-12 years |13+ years of related experience.Active TS clearanceWorking/functional knowledge of scripting and programming languages such as Python and Java with the ability to apply these skills to geospatial models and solutions.Working/functional knowledge of data science techniques for geospatial analysis.Demonstrated knowledge of graphic design principles as they relate to incorporating a map or cartographic visualization into an infographic or tabloid.Knowledge of other GIS applications (e.g. ArcGIS Earth, QGIS).

Preferred Skills and Education

Experience supporting the missions of analysts in the Defense Intelligence Agency or Combatant Commands.Relevant experience in the Geospatial Analysis field in the last year.

About BAE Systems Intelligence & Security BAE Systems Intelligence & Security, based in McLean, Virginia, designs and delivers advanced defense, intelligence, and security solutions that support the important missions of our customers. Our pride and dedication shows in everything we dofrom intelligence analysis, cyber operations and IT expertise to systems development, systems integration, and operations and maintenance services. Knowing that our work enables the U.S. military and government to recognize, manage and defeat threats inspires us to push ourselves and our technologies to new levels. Thats BAE Systems. Thats Inspired Work. Equal Opportunity Employer/Females/Minorities/Veterans/Disabled/Sexual Orientation/Gender Identity/Gender Expression. To see Inspired Work in action, visit www.baesystems.com and follow us on Facebook: www.facebook.com/baesystemsintel.",Aerospace & Defense,3.6,2020-05-01,2020-06-06,FULL_TIME
Support Scientist,"Global Science &amp;amp; Technology, Inc.",MD,College Park,98763,109571,"Global Science &Technology, Inc. (GST), a fast growing high technology firm, is seeking a Support Scientist II/III for product development and validation on the Ocean Surface Winds Project at NOAA STAR (Center for Satellite Application and Research). Position is located in College Park, MD.

Position Summary:

The Ocean Surface Winds Project utilizes satellite remote-sensing data from current and past active and passive microwave sensors such as QuikSCAT, ASCAT, ScatSat, CYGNSS, SSM/I, AMSR2, SeaWinds, TMI, GMI, SMAP and WindSAT and plans for future sensors such as the OceanSat-3 and METOP-C/ASCAT. The project works closely with operational groups in NWS, NASA/JPL, EUMETSAT and the Navy, and utilizes near real-time Environmental Data Record (EDR) processing systems to produce and deliver environmental data products to these groups. Efforts will focus on the project's Ocean Winds near real-time product processing and validation systems at STAR and the preparation and integration tasks for processing these data streams.

The Support Scientist will shall provide the scientific and engineering work to augment the Ocean Surface Winds Project's existing capabilities. The main objectives of this task are to develop, validate and improve satellite ocean surface wind products, and to develop and apply metrics that will allow us to quantify the impacts of these data in operational short-term forecasts and warnings in the marine environment, and to improve utilization of these data by forecasters. This position will involve working closely with the NWS, the NESDIS Ocean Surface Winds Project and the external science community.

Primary Duties:

Support the satellite ocean winds team in the development, design and implementation of satellite ocean wind processing retrieval algorithmsSupport the satellite ocean winds team in the validation of satellite ocean surface wind products and utilization of these products in improving understanding of the air-sea interaction processes.Support the validation of High quality satellite ocean surface wind satellite products is extremely important. The candidate will work with OSCAT, ASCAT GMF and AMSR2 data. Support the satellite ocean winds team in quantifying the impacts of these data at NOAA.

Education/Experience Required:

Bachelor's degree in Atmospheric Science, Oceanography, other Physical Sciences, Physics, Astronomy, Engineering or Mathematics. A recent Master's degree can substitute for work experience.Specific support or understanding of wind vector retrievals on QuikSCAT, MWR (on AQUARIUS) or other satellite instruments will be highly preferred.Other skills considered useful would be an understanding of GMF's, radiative transfer theory, orbit analysis, radar systems, microwave remote sensing.Ability to program in a modern language and a good working knowledge of the Linux OS.

Physical Qualification(s) Required:

Ability to use a computer.

Mental Qualification(s) Required:

Ability to think on one's feet.

Selected applicants will be required to complete a federal government background investigation.

GST offers competitive salaries; vacation, sick, and holiday leave; major medical, dental, life, long-term and short-term disability insurance; 401K retirement plan; tuition assistance; and opportunities for employee career growth and development.

You may also fax your resume to (301) 474-5970. If you need assistance, please call (301) 474-9696.

All qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, national origin, disability, veterans' status, sexual orientation and gender identity. GST is an Equal Opportunity/Affirmative Action Employer.",Manufacturing,3.3,2020-04-30,2020-06-06,FULL_TIME
Data Engineer,The Kemtah Group,VA,Chantilly,-1,-1,"A Data Engineer job in Chantilly, VA is currently available through Belcan. In this role, you will be responsible for assisting in the development and delivering of large scale data pipelines. To be considered for this role, you will have a Bachelor""s degree in Engineering, Computer Science, Statistics, Applied Math, or a related technical field plus a minimum of 8 years of relevant experience. A current active Department of Defense Top Secret security clearance is required at the time of hire.

Data Engineer Job duties:

Assist in the development and delivering of large scale data pipelines.
Leverage new database technologies to improve customer data solutions.
Develop and implement automated tests for data transformations and data migrations.
Research and apply big data solution technologies to complex datasets; make recommendations to data science team on new technologies.

Qualifications:

Minimum three (3) years"" experience in designing, developing, building, and implementing Big Data solutions or developing automated solutions to solve complex problems, a thoughtful ability to solve problems could outweigh years of experience.
Ability to identify and implement a data solution strategy. Demonstrates intellectual curiosity in exploring new technologies and finding creative ways to solve data management problems.
Experience developing solutions with Python/Javascript/PERL.
Experience/knowledge of Spark, Impala, Hadoop, Streamsets, Kafka, Rest APIs.
Experience in SQL/NoSQL-based technologies.


If you are interested in this Data Engineer job in Chantilly, VA, please apply via the 'apply now' link provided.

Belcan is a global supplier of engineering, technical recruiting, and IT services to customers in the aerospace, industrial, and government sectors. Belcan engineers better outcomes through adaptive and integrated services-from jet engines, airframe, and avionics to heavy vehicles, chemical processing, and cybersecurity. Belcan takes a partnering approach to provide customer-driven solutions that are flexible, scalable, and cost-effective. Our unique capabilities have led to continuous growth and success for nearly 60 years. We are a team-driven Equal Opportunity Employer committed to workforce diversity.SDL2017",,,2020-05-01,2020-06-06,FULL_TIME
Computer Scientist,Air Education and Training Command,MD,White Oak,-1,-1,"The PALACE Acquire Program offers you a permanent position upon completion of your formal training plan. As a Palace Acquire Intern you will experience both personal and professional growth while dealing effectively and ethically with change, complexity, and problem solving. The program offers a 3-year formal training plan with yearly salary increases. Promotions and salary increases are based upon your successful performance and supervisory approval.Any individual who was awarded a degree by an institution of higher education from a PUBLIC or other non-profit institution not more than two years before the date of appointment meets the basic eligibility requirement to apply for the DHA Recent Graduates Program;

OR

Any individual who has completed a period of obligated service in a uniformed service of more than four years and was awarded a degree by an institution of higher education from a public or other non-profit institution not more than four years before the closing of this announcement meets the basic eligibility requirement to apply for the DHA Recent Graduates Program.

You MUST provide transcripts to support your educational claims. Education must be accredited by an accrediting institution recognized by the U.S. Department of Education.

Please submit copies of all transcripts, to include transferred hours-official copies are not required at time of application. If selected, you will be required to provide official copies of all transcripts. NOTE: Degree Audits are not accepted.

If you qualify based on undergraduate, or higher level education, and you have not graduated prior to applying for this position, you may be offered a position, contingent upon your final grade point average or class ranking.

You must have completed a 4 year course of study leading to a bachelor's from an accredited institution AND must have documented Superior Academic Achievement (SAA) at the undergraduate level in one of the following:

a) Class Standing - upper third of the graduating class based on completed courses in the college, university, or major subdivision;

b) Grade Point Average - 2.95 or higher out of a possible 4.0 as recorded on your official transcript or as computed based on 4 years of education or as computed based on courses completed during the final 2 years of curriculum; OR 3.45 or higher out of a possible 4.0 based on the average of the required courses completed in your major field or the required courses in your major field completed during the final 2 years of your curriculum. If more than 10 percent of total undergraduate credit hours are non-graded, i.e. pass/fail, CLEP, CCAF, DANTES, military credit, etc, you cannot qualify based on GPA;

c) Election to membership in a national scholastic honor society (note: freshman honor society cannot be used to meet the requirements of this position). (If qualifying based on class standing or honor society membership, provide appropriate documentation).

FOREIGN EDUCATION: Education completed in foreign colleges or universities may be used to meet the requirements. You must show proof the education credentials have been deemed to be at least equivalent to that gained in conventional U.S. education program. It is your responsibility to provide such evidence when applying.


Performs computer science tasks of limited scope and difficulty which are screened by a higher grade computer scientist/engineer.Some knowledge of work processes and the capability to apply standard computer science/engineering practices are required to directly apply varied rules, procedures and precedents to the assignments.Perform computer science work of limited scope and complexity in support of projects assigned to higher grade computer scientist/engineers.Plan work procedures and selects standard practices and data to be applied to work projects and identify problems.Search for information to bear on a problem and recognize situations which may require referral to others

Basic Requirements:

Bachelor's degree in computer science or bachelor's degree with 30 semester hours in a combination of mathematics, statistics, and computer science. At least 15 of the 30 semester hours must have included any combination of statistics and mathematics that included differential and integral calculus. All academic degrees and course work must be from accredited or pre-accredited institutions.

In addition to meeting the basic entry qualification requirements, applicants must have specialized experience and/or directly related education. All educational requirements must be met not later than 31 Aug 2020.You may qualify if you meet one of the following:1

GS-7: You must have completed or will complete a 4 year course of study leading to a bachelor's from an accredited institution or one year of specialized experience equivalent to at least a GS-05.

GS-9:  You must have completed 2 years of progressively higher level graduate education leading to a master's degree or master's or equivalent graduate degree or one year of specialized experience equivalent to at least a GS-07.

Qualified candidates will be considered in accordance with the Office of Personnel Management . You can also visit: http://www.opm.gov/qualifications/standards/index-Standards.asp for additional qualification standards. Experience refers to paid and unpaid experience, including volunteer work done through National Service Programs (i.e., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student and social). Volunteer work helps build critical competencies, knowledge and skills that can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

To view qualifying educational requirements and/or combination of education and specialized experience, click on the following link:http://www.opm.gov/qualifications/standards/indexes/num-ndx.asp

KNOWLEDGE, SKILLS AND ABILITIES (KSAs): Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas as a GS-07 or GS-09:

Professional knowledge of computer science, policies, theories, principles and concepts to apply to scientific methods and techniques to solve assigned problems.
Professional knowledge of theoretical foundations of computer science, including digital computer systems architecture and systems software organization.
Professional knowledge of computer science and related disciplines to design, develop and adapt scientific methods and techniques to recommend solutions for computer problems.
Ability to analyze, interpret and apply computer science procedures in a variety of situations and recommend effective solutions to senior scientist.
Ability to communicate effectively both orally and in writing.

PART-TIME OR UNPAID EXPERIENCE: Credit will be given for appropriate unpaid and or part-time work. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week.

VOLUNTEER WORK EXPERIENCE: Refers to paid and unpaid experience, including volunteer work done through National Service Programs (i.e., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student and social). Volunteer work helps build critical competencies, knowledge and skills that can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Once the application and selection process is complete, a review of your application will be made to ensure you meet the applicable OPM qualification requirements. To determine if you are qualified for this job, a review of your resume and supporting documentation will be made. Applicants who fail to provide the necessary documentation to support their educational grade point average/master's degree requirements, qualifying experience or veterans' preference claim will be determined incomplete, ineligible or not identified as claiming veterans' preference. Please follow all instructions carefully. Errors or omissions may affect your consideration in the referral and selection process.",,,2020-04-28,2020-06-06,PART_TIME
Computer Scientist Level 2,CACI International,MD,Fort Meade,122643,146773,This company is in a hiring surge in response to COVID-19,Aerospace & Defense,3.5,2020-04-30,2020-06-06,FULL_TIME
