Job_title,Company,State,City,Min_Salary,Max_Salary,Job_Desc,Industry,Rating,Date_Posted,Valid_until,Job_Type
Senior Data Engineer,Praetorian,TX,Austin,103931,119726,"
Position Overview: From software hacking to hardware hacking, we help secure everything from cryptocurrency exchanges and space telescopes to autonomous vehicles and the electric grid. Today, Praetorian is making significant investments in terms of financial and engineering resources to develop a radically new customer experience we call “Security-as-a-Service” to provide customers with a unified, efficient, and data-driven security platform. We are looking to add the right individual to our growing team supporting the next wave of cybersecurity products and solutions.As part of that investment, Praetorian is seeking a seasoned Data Engineer with a successful track record in data engineering in a hyper growth company setting. You will have the opportunity to work with some of the best security engineers in the world who hail from organizations such as Amazon, CIA, Facebook, Google, Microsoft, NSA, Redhat, Sun Microsystems, and US Air Force. As an Inc. Best Places to Work, Inc. 500 | 5000, Cybersecurity 500, and Austin Fast 50 Award recipient, we are seeking an individual that understands the professional and personal growth attached to this opportunity and who has the corresponding internal drive to maximize it.To learn more about Praetorian, visit: https://www.praetorian.com/careers

Career opportunity:
Join an industry with massive socio, economic, and political importance in the 21st century 
Work alongside some of the best and the brightest minds in the security industry 
Leave an indelible mark on a company where individual input has real impact 
Be recognized, internally and publicly, for your contributions in a high profile position 
Align your career trajectory with a hyper growth company that is on the move

Core responsibilities:
Create pipelines to ingest and maintain complex data sets into Praetorian's data stores for use in machine learning models
Create tools to scour the internet to find important security information and ingest it into Praetorian's infrastructure
Work with data scientists to create and maintain data ontologies for security 
Create the roadmap of how to continually evolve the data engineering infrastructure and techniques to improve Praetorian's ability to find security information 
Mentor junior data engineers and teach them how to use data engineering techniques to solve real world problems
Communicate complex concepts to team members
Accountable for:
Creation of data engineering pipelines to find and ingest security vulnerabilities 
Creation of data engineering tools to help label and validate data 

Required qualifications:
At least 8 years experience designing and building data processing/ETL pipelines
At least 8 years experience in Python and Spark or similar technologies
At least 8 years experience with SQL and relational databases
At least 8 years experience parsing flat files 
8+ years development experience
Prior track record in a hyper-growth, high-tech company
Bachelor's degree or equivalent practical experience

Desired qualifications:
Experience working with Google Tensorflow 
Experience with modern technology stacks
Experience with micro-services architectures
Experience with cloud platforms and SaaS solutions
Experience with agile/scrum development practices
Experience with test driven development, continuous integration, continuous deployment
Experience with Git, JIRA, Confluence
Experience with Google Compute, Firebase, and GKE
Experience with Docker
Desired behaviors:
Relentless restlessness to turn theory into practice and develop production worthy code that solves real-world customer problems
Determination to always learn and get better and never rest on ones laurels
Personable individual who enjoys working in a team-oriented environment
Comfort dealing with ambiguity in an environment where we build the plane as we fly it
Ability to work within constraints and to challenge the status quo
Ability to self-direct work and truly own the position in a hyper-growth environment 

Compensation package:
Competitive compensation
Ownership opportunity through employee stock option plan 
Health, dental, and vision insurance 
4% company 401K matching vested immediately 

In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.We are committed to an inclusive and diverse Praetorian. We are an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, disability, veteran status, genetic information, marital status, or any other legally protected status.
We ask that you please include a few paragraphs about yourself and what you are passionate about in your application.",Business Services,4.7,2020-05-07,2020-06-06,FULL_TIME
COMPUTER SCIENTIST- ENGINEER - RESEARCH ENGINEER - ROBOTICS,Southwest Research Institute,TX,San Antonio,75924,86119,"We are expanding our team in the Intelligent Systems Division working on leading technologies in industrial robotics and seeking talented and motivated candidates to join us. Experience a flexible and stimulating environment developing solutions for diverse technical challenges in applied research and development. Conceive, develop, and deploy robotic and automation software solutions for advanced manufacturing applications and perception-driven solutions. Design, build, debug and implement robotic and automation solutions. Develop and test advanced software solutions for manufacturing and industrial processes and technologies. Assist in preparing proposals and cost estimates. Interact with customers to promote new business and develop technical requirements. Participate on and lead technical project tasks. Document and report technical work. Travel on an as needed basis to customer sites and conference locations. Perform other duties as assigned.

 Education/Experience:Requires a BS degree in Robotics, Software Engineering, or Computer Science or related with 0-5 years of experience. Must have at least a 3.25 GPA. Must have experience with developing software. Direct experience with controls for robotics and automation is a plus. Required skills include: C++ and Python software development. Beneficial skills include: ROS (Robot Operating System), OpenCV, PCL (Point Cloud Library). Beneficial knowledge includes: industrial robotics, mobile robotics, 2D/3D computer vision, path planning for robotics and robot manipulation, machine learning, optimization, 2D and 3D perception/sensing for robot guidance, and robot localization. A valid/clear driver's license is required.

 Special Considerations:Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.Job Locations: San Antonio, TexasFor more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer

Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran

Committed to Diversity in the Workplace
",Business Services,3.9,2020-05-06,2020-06-06,FULL_TIME
Data Scientist,Bakery Agency,TX,Austin,78239,122299,"Bakery is a creative and R&D company headquartered in Austin, TX with offices in Tokyo. We work with trendsetter brands to launch products that informed consumers want. Brands like Smirnoff, LaCroix, Nike and Audi turn to Bakery to achieve their business goals by using data to inform great storytelling through innovative media channels. In 2020, Bakery was named #2 Best Place To Work by AdAge in the small agency category.

The Data Scientist will be part of our Analytics and Strategy team. He or she will run advanced analytics statistical models, track emerging trends that aren't visible on the surface, unlock consumer insights and connect them with cultural and industry trends to develop inspiring strategies, and constantly help improve our tracking tools and methods.

Responsibilities:

Interpret objectives and Key Performance Indicators based on client requirements Tell comprehensive stories of how customer behavior affects our clients' products and services Model upcoming trend possibilities, assess risk and present best ROI scenarios Present monthly campaign metrics, trend modulation and suggestions for optimization in an insightful way Manage team of Data Analysts and Strategists Improve data models and algorithms on an ongoing basis to ensure relevant and valuable insights continue being gathered Interact regularly with internal stakeholders to provide data retrieval, integration, reporting, and analysis support for marketing and product development initiatives Summarizing, visualizing, communicating and documenting analytic concepts, processes and results for technical and non-technical audiences

Requirements

5+ years experience in a Market Strategy, Analytics and/ or Research role Demonstrated background in quantitative analysis, especially concepts related to statistical analysis, machine learning, predictive modeling and studying irrational patterns Intermediate experience with at least one of R, Python, or functional equivalent Extensive experience with SQL and Excel Experience with social listening dashboards and platforms (Brandwatch, Crimson Hexagon, etc) Strong knowledge of DoubleClick, Google analytics and Facebook Insights Background investigating consumer behavior/attitudes on social/digital channels A demonstrated passion for and understanding of social media A firm grasp of mathematical concepts relevant to insight gathering and trend tracking Familiarity in running complex research projects that require data inputs from multiple sources Demonstrable knowledge of using social media to solve business challenges Passion for keeping up with industry trends and pop culture Commitment to excellence—working nonstandard hours when necessary, anticipating issues and communicating with diplomacy, identifying emerging platforms and trends to drive innovation The ability to translate metrics into insights into action Innate curiosity and entrepreneurial spirit

Benefits

Unlimited Vacation Time Summer Skip Days / Mini Retreats Pet Friendly Office Yearly Creative Stipend No Time Tracking! Medical, Dental, and Vision insurance with plenty of choices!
",Business Services,4.3,2020-04-28,2020-06-06,FULL_TIME
Data Scientist,Oscar Associates Americas LLC,TX,Houston,-1,-1,"Working in a high performing team as part of a high-profile joint AI venture between a data-centric American multinational and a leading AI software vendor, you will develop large scale IoT, Predictive Analytics and AI solutions. They are a collaborative team that provides excellent training and are growing the Data Science function further, seeking individuals with varying skills and backgrounds on a full-time basis. This is a stable business with an excellent market reputation, operating globally with their main site in Houston. They're offering the successful applicant long-term job security, a competitive salary and attractive benefits. They are a business that values ideas and your voice will certainly not be lost, despite their size. You'll have autonomy to partner with a number of business areas and work across a variety of workstreams. Given the strong financial backing for the joint-venture, they are offering something most employers can't at this point in time. They have partnered with me on an exclusive basis to secure a number of Data Scientists for their team in Houston. What you will bring to the table Strong Python skills Some experience in Data Engineering to compliment your Data Science skillset A natural ability to solve problems Excellent statistics or mathematics skills Industry experience across one or more of the following areas Supply Chain, Mechanical Engineering, Oil Gas, Manufacturing, Services, Drilling, Geophysics, Quality A degree in a discipline such as Statistics, Mathematics, Computer Science or similar field (preferably Masters or PhD level) Oscar Associates Limited (US) is acting as an Employment Agency in relation to this vacancy.",,,2020-04-30,2020-06-06,FULL_TIME
Data Scientist,ThoughtFocus,TX,Dallas,73997,121211,"Our leading data management and integration organization is currently in need of a Data Scientist to join our fast-growing team. The ideal candidate will be intricately involved in running analytical experiments in a methodical manner, and should have experience in Regression Modeling, in depth knowledge and experience in Machine Learning Algorithms, Loss Forecasting Modeling Financial Services Modeling. This is the perfect opportunity for the successful candidate to become a part of an innovative and energetic team that develops analysis tools, which will influence both our products and clients. Initially this is remote and is a long term contract. Please do apply. Thank you. Who We Are ThoughtFocus is a privately held IT services, software engineering and business process management firm with offices in the US, India and the Philippines. It helps clients in the financial services, manufacturing, education, aerospace and technology industries with their key business and technology challenges. ThoughtFocus brings critical program acceleration to client initiatives while minimizing costs and risks with intellectual capital, technical and process frameworks, operating models and software infrastructure. We have 1,800+ employees globally and is growing rapidly across all its offices. In the US, ThoughtFocus has locations in California, New York, New Jersey, Wisconsin, Georgia and Texas. As an organization, ThoughtFocus strives to build lasting relationships. ThoughtFocus was founded in 2004 and continues to be an employee owned company with a minority investment from the Blackstone Group.",Information Technology,4.0,2020-05-06,2020-06-06,FULL_TIME
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - ADVANCED INSPECTION SYSTEMS,Southwest Research Institute,TX,San Antonio,49986,89747,"Join a team that develops creative solutions for existing and future next-generation technologies for high reliability applications, including fusing real-world applications with artificial intelligence and machine learning, embedded systems for energy applications as well as space instruments and spacecraft components; travel to and interact with technical clients and colleagues to understand requirements and constraints of the task objectives; work in various phases of the system lifecycle, including applied research, requirements generation, design, implementation, testing, integration, installation, and documentation.

 Education/Experience:Requires a BS, MS, or PhD in Computer Engineering, Computer Science, Electrical Engineering, or related. Must have at least a 3.0 GPA. Must have 0-5 years of experience. Must have course work or experience in more than one of the following: a) embedded systems, b) signal processing, c) machine learning/artificial intelligence, d) software development, e) sensors and instrumentation, f) Python Programming. Strong software skills are required and experience in Python, C, and/or C++ is preferred. Experience with Linux, real-time operating systems, multithreaded programming, Keras, and/or TensorFlow is a plus. Interest and/or experience in working with hardware is a plus. Must have excellent verbal and written communication skills. Must be able to work in project team environments and independently. Must have excellent problem-solving skills, be self-motivated, and be driven by challenging problems. Must have good organizational skills and attention to detail. Must have an aptitude for continuous learning and leadership potential. A valid/clear driver's license is required.

 Special Considerations:Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.Job Locations: San Antonio, TexasFor more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer

Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran

Committed to Diversity in the Workplace
",Business Services,3.9,2020-05-05,2020-06-06,FULL_TIME
Big Data Engineer,SpringML,TX,Austin,78544,95527,"At SpringML, we are all about empowering the doers in companies to make smarter decisions with their data. Our predictive analytics products and solutions apply machine learning to todays most pressing business problems so customers get insights they can trust to drive business growth. We are a tight knit, friendly team of passionate and driven people who are dedicated to learning, get excited to solve tough problems and like seeing results, fast.

Your primary role will be to design and build data pipelines. You will be focused on designing and implementing solutions on Hadoop, Spark, Pig, Hive. In this role you will be exposed to Google Cloud Platform including Dataflow, BigQuery and Kubernetes so the ideal candidate will have a strong big data technology foundation and bring a passion to learn new technologies. If you believe you have these skills please email your resume to info@springml.com.

Required Skills:


4-7 years Python and Java programming
3-5 years knowledge of Java/J2EE
3-5 years Hadoop, Big Data ecosystem experience
3-5 years of Unix experience
Bachelors in Computer Science (or equivalent)

Duties and Responsibilities:


Design and develop applications utilizing the Spark and Hadoop Frameworks or GCP components.
Read, extract, transform, stage and load data to multiple targets, including Hadoop, Hive, BigQuery.
Migrate existing data processing from standalone or legacy technology scripts to Hadoop framework processing.
Should have experience working with gigabytes/terabytes of data and must understand the challenges of transforming and enriching such large datasets.

Additional Skills that are a plus:


C, Perl, Javascript or other programming skills and experience a plus
Production support/troubleshooting experience
Data cleaning/wrangling
Data visualization and reporting
Devops, Kubernetes, Docker containers

Powered by JazzHR",Information Technology,4.4,2020-04-27,2020-06-06,FULL_TIME
Data Scientist,Home Depot,TX,Houston,80719,141241,"Position Description:

POSITION PURPOSE

A Data Scientist leverages their technical abilities to synthesize complex analytical tasks into easily understood data-driven stories. Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. This positions develops predictive systems and algorithms for identifying trends and driving business solutions. This position also utilizes industry-leading standards for working with very large datasets to extract meaningful business information using statistics, machine learning, and heuristics. This position operates with minimal supervision, and once given general assignments, prioritizes and executes tasks.

MAJOR TASKS, RESPONSIBILITES AND KEY ACCOUNTABILITIES

20% - Designs and develops algorithms and models that use large datasets to derive business insights 20% - Establishes scalable, efficient processes for large scale data analyses, model development, and model implementation 20% - Ensures the quality of work output by displaying a keen attention to detail 20% - Presents findings in easily understood ways, focuses on how the data analytics fits into the bigger picture 10% - Mentors and develops the technical skills of Analysts and Sr. Analysts 10% - Seeks further knowledge on key developments within data science, technical skill sets, and additional data sources within Home Depot

NATURE AND SCOPE

This position reports to Manager or Sr Manager.

This position has 0 direct reports.

ENVIRONMENTAL JOB REQUIREMENTS

Environment:

Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Travel:

Typically requires overnight travel less than 10% of the time.

Additional Environmental Job Requirements:ESSENTIAL SKILLS:

MINIMUM QUALIFICATIONS

Must be eighteen years of age or older.

Must be legally permitted to work in the United States.

Additional Minimum Qualifications:

Education Required:

The knowledge, skills and abilities typically acquired through the completion of a bachelor's degree program or equivalent degree in a field of study related to the job.

Years of Relevant Work Experience:  4 years

Physical Requirements:

Most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles.

Additional Qualifications:

Preferred Qualifications:

Masters Degree in Computer Science, Math, Engineering, or related quantitative field and 3+ years experience in position offered or related position

Knowledge, Skills, Abilities and Competencies:- Extensive experience in a hands on analytical role, with focus on Root Cause Analysis and Strong relational database skills (Access, SQL Server, Postgres, etc.) and SQL skills (writing complex queries to pull large sets of data, performing analysis using SQL queries) Ability to process large amounts of data through high throughput computing tools (HTCondor, Hadoop, etc.) Strong knowledge in statistical analysis and model building using software (R, SAS, etc.) Experience in data visualization and building dashboards (Tableau, R, Excel, etc.) Strong understanding of Object Oriented Programming Language (C++, Java, Python, etc.) Proficiency in Excel (Pivot Tables, V-Lookup, Macros, VBA, etc.) a must

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.
",,3.6,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Apple,TX,Austin,82493,134126,This company is in a hiring surge in response to COVID-19,Information Technology,4.1,2020-05-03,2020-06-06,FULL_TIME
Data Scientist,Keylent,TX,Fort Worth,-1,-1,"The Data scientist will assist in our efforts to expand our capabilities within Positive Train Control analytics. This role will use analytical, statistical, and programming knowledge to collect, analyses and interpret large data sets. Experienced candidate needs to be innovative and show proven ability to work independently on big projects. Must Haves Bachelorrsquos degree from an accredited university in Computer Science, Statistics, Applied Mathematics or related field 8+ Years of experience in data analytics, data mining and statistical analysis Excellent pattern recognition and predictive modelling skills Must have a clear understanding and implementation of different machine learning algorithms such as logistic regression, decision trees, SVM, Naiumlve Bayes, KNN, neural networks, gradient descent, Random forest, ensemble gradient boost, etc. Experience with Microsoft Azure is a plus Experience working with structured and unstructured data SQL experience is a must Ability to understand business requirements, collaborate with team, provide ideas, and clearly present new findings and solutions Strong understanding of basic statistics, linear algebra and calculus Programming background and experience in Python and its libraries is required Able to build analytics solution from scratch. Includes data exploration, extraction, cleaning, transformation, modelling, testing and implementation Expertise in building machine learning algorithms using at least one of the following languages Python, R and Scala Exposure to any reporting tool. Tableau is preferred. Experience working with natural language processing and text mining Ability to relate business use cases to appropriate technologies required to implement them Open to learning new tools and technologies Able to adapt to fast-paced working environment Worked on big data technologies such as Hadoop, Spark and its eco system. (Pyspark is a plus) Knowledge on streaming is bonus, especially with Kafka",,3.1,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Schlumberger,TX,Houston,85661,139929,"Schlumberger will attend or host university recruitment events for this position in your area.

Job Title: Data Scientist

Job Description

We are seeking scientists and engineers with a strong fundamental understanding of various modern machine-learning methods to address highly challenging scientific & engineering problems.

Responsibilities

> Research and develop data analytics and/or machine learning systems for business applications;

> Work with domain experts to understand needs & constraints;

> Work with software engineers to integrate ML solutions in business workflows;

> Communicate sophisticated ML concepts to management, clients, and the business community.

Qualifications

> BS / MS / PhD in Computer Science, Statistics, EE, Applied Mathematics, Physics, Chemistry or Biology

> Programing experience in one or more general purpose languages.

> Experience in a few of the following areas: deep neural networks, reinforcement learning, Markov Random Fields, Bayesian networks,semi-supervised learning, computer vision, image processing, signal processing, distributed computing, and/or numerical optimization.

> Familiarity with ML frameworks such as Tensorflow, Theano, MXNet, etc. is a plus.

> Experience with big-data technologies such as Hadoop/Spark is a plus.

> Strong oral and written communication skills

> Ability to work independently and in a team of scientists and engineers

Please apply online at careers.slb.com

Schlumberger is an equal employment opportunity employer. Qualified applicants are considered without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, status as a protected veteran or other characteristics protected by law.

Schlumberger is a VEVRAA Federal Contractor - priority referral Protected Veterans requested.","Oil, Gas, Energy & Utilities",3.5,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,Robert Half,TX,Houston,-1,-1,"Description

We are looking for data scientist that prefer to work in a team environment and focused in data mining and machine learning is key, these are the two area that you specialize in. You will participate as an engineer on a development team, writing, testing, and deploying code to achieve your goals. We want you if you are an independent thinker and capable of analyzing requirements, extracting data for analysis, and developing algorithms and tools. We process data at the petascale and warehouse information at the terascale. The stakes are high, but your impact can be higher.

Ph.D.in Computer Science, Math, Statistics, Physics or a closely related field but an equivalent combination of education and experience will be considered

Proven Machine Learning experience

Professional experience with Deep Learning Neural Network building

Demonstrated experience with Deep Learning Framework such as Tensorflow and Keras

Experience and/or education in at least one of the fields of Big Data, Data Mining, Predictive/Prescriptive Analytics, Optimization, Exploratory Analysis & Visualization

Knowledge of relational databases, data modeling, and schema normalization techniques

Familiar with SQL

Passion for solving complex data engineering and modeling tasks

Ability to perform testing based on different hypotheses to determine the impact on key performance indicators

Excellent analytical skills and the ability to work in a collaborative team environment

Experience in programming (high performance computing is a plus) and developing databases

Knowledge and experience with UNIX (Linux), Java, and XML, Perl R, and Spark

Expertise in designing and implementing efficient algorithms



**For confidential searches please send resume directly to jelle.dejong@rht.com**

Requirements

C++, Linux

Robert Half Technology matches IT professionals with some of the best companies on a temporary, project or full-time basis. From roles in software and applications to IT infrastructure and operations, we provide you unparalleled access to exciting career opportunities. Our personalized approach, innovative matching technology and global network with local market expertise help you find the technology jobs that match your skills and priorities - fast. By working with us, you have access to challenging opportunities, competitive compensation and benefits, and training to enhance your skill sets.

From philanthropy to environmental stewardship to employee programs, Robert Half is proud to have an active role in the communities in which we live and work. Our company has appeared on FORTUNE's ""Most Admired Companies"" list every year since 1998.

Download our mobile app to take your job search on the go!

Contact your local Robert Half Technology office at 888.490.4429 or visit www.roberthalf.com/jobs/technology to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2020 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.



*Salary:** $80,000.00 - $120,000.00 / Yearly
*Location:** Houston, TX
*Date Posted:** April 20, 2020
*Employment Type:** Full-time
*Job Reference:** 04130-0010517055
*Staffing Area:** Technology u0026 IT
",Business Services,3.5,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,Aramco Services Company,TX,Houston,97540,126319,"Our Houston Research Center focuses on research and innovation in geology, geophysics, reservoir engineering, production technology, drilling, and sensors development to advance the discovery and recovery of oil and gas. Located in Houstons Energy Corridor, the center neighbors the nations leading petroleum engineering universities, labs, manufacturers, and service companies.

Basic Function

Develop algorithms, models and prototype solutions to address challenging scientific and engineering problems for exploration and production (E&P) applications. Serve as a bridge between machine learning (ML), data science and subject matter applications.

Duties & Responsibilities

Develop machine learning algorithms and perform advanced statistical analyses of engineering data to obtain insights into trends and opportunitiesDevelop and maintain appropriate databasesIn close collaboration with research and business partners in the US and in the Kingdom of Saudi Arabia, offer mathematical, computational and statistical models from the collected data to automate, augment, improve or speed up human decisionsResearch and deliver proof of concepts solutions, responding to clear and specific business needsServe as a bridge between machine learning/data science and subject matter applicationsBridge the gap between prototype development and scalable production applications when neededDevelop proper unit test frameworks for artificial intelligence (AI) and ML and provides high level documentationCommunicate appropriate algorithm research and prototype development best practices back to the machine learning group, to improve learning and future capabilitiesPublish and present work in journals and at conferencesDevelop and maintain statistical reports and visual presentations for management Perform other duties and participate in special projects as assigned

Education and Experience

Bachelor's degree in Computer Science, Computer Engineering, Electrical Engineering, Applied Mathematics & Statistics, Machine Learning and Artificial Intelligence, or Geosciences required; Masters degree and/or Ph.D. strongly preferredMust have at least three (3) years of relevant experience in data science including at least two (2) years in AI or MLStrong fundamental understanding of various modern machine-learning methods or computational physics/geosciences/chemistry background, along with significant machine learning knowledge is desirableAbility to:


compile, correlate, and compute results from large data setsdevelop machine learning algorithms and perform advanced statistical analyseseffectively collaborate with research and business partners across disciplines and culturesdemonstrate technical writing skills and develop logical and clearly defined reports and presentationsmake oral/graphic presentations to collaboration partnersshow a history of active participation in technical society activities preferredProficient with business software applications 
Experience in a few of the following areas: deep neural networks, reinforcement learning, Markov Random Fields, Bayesian networks, semi-supervised learning, computer vision, image processing, signal processing, distributed computing, and/or numerical optimizationSubstantial programming experience is expected, preferably in PythonExperiences with one or more of the following is highly desirable: familiarity with ML frameworks such as Tensorflow, Keras, Pytorch, MXNet, operationalizing ML models, cloud computing (e.g. Google Cloud, AWS, etc.), GPU computing environmentExperience with big-data technologies such as Hadoop/Spark is a plusExperience in oil and gas application is a plus.Must be able to comprehend and communicate accurately, clearly and concisely in English

NO THIRD PARTY CANDIDATES ACCEPTED

Powered by JazzHR","Oil, Gas, Energy & Utilities",2.1,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,iHeartMedia,TX,San Antonio,58855,104723,"
*Current employees and contingent workers click** **here** at https://wd5.myworkday.com/iheartmedia/d/task/3005$4482.htmld **to apply and search by the Job Posting Title.**


iHeartMedia



*Job Summary:**


iHeartMedia is the number one audio company in the United States, reaching nine out of 10 Americans every month - and with its quarter of a billion monthly listeners, has a greater reach than any other media company in the U.S. The company's leadership position in audio extends across multiple platforms including 850 live broadcast stations; streaming music, radio and on demand via its iHeartRadio digital service available across more than 250 platforms and 2,000 devices including smart speakers, digital auto dashes, tablets, wearables, smartphones, virtual assistants, TVs and gaming consoles; through its influencers; social; branded iconic live music events; and podcasts as the #1 commercial podcast publisher globally. iHeartMedia also leads the audio industry in analytics and attribution technology for its marketing partners, using data from its massive consumer base.

The Data Scientist will provide research, modeling, analysis, and guidance using Advanced Analytics and Data Science techniques to develop and support data and model-driven decision making through leading-edge business solutions. The Data Scientist will engage directly with business and technology partners to research, identify, and seek out information, facts, and data, and will conduct and promote scientific, inquisitive, and innovative approaches to business decision problems and technical solutions.

Responsibilities:

+ Demonstrate passion about using data assets and mathematical modeling to optimize systems, processes, and products across iHeartMedia

+ Use emerging tools and technology to develop advanced analytics models and automation in content programming, ad sales and operations, consumer insights, music research, audience attribution, demand and revenue forecasting, and other areas of the company

+ Assist or lead the formulation, calibration, validation, and implementation of predictive analytics, statistical, and machine learning models

+ Employ a pragmatic approach to evaluate new algorithms and technologies for positive impact within iHeartMedia

+ Communicate complex solutions and ideas to a variety of stakeholders (other team members, IT leadership, and business leaders) in easily understandable language

+ Work on a number of projects as a member of the project team and/or as an individual contributor

+ Write code that meets standards and delivers desired functionality using agreed upon technology

+ Participate in system and user acceptance testing

+ Participate in project planning sessions to gather user requirements

+ Assist in the preparation of time estimates for project schedules

+ Troubleshoot production problems within area of expertise

+ Utilize and stay current in programming languages and software technology

Qualifications:

+ Master's Degree in Statistics, Applied Mathematics, Operations Research or a related analytical field - Ph.D. desired

+ 2+ years of commercial experience in a data science, machine learning, or predictive analytics role, formulating and implementing predictive analytics models

+ A demonstrable scientific foundation and understanding of concepts of predictive analytics and data science such as theoretical statistics, estimation theory, simulation, consumer choice modeling, machine learning, etc.

+ Solid programming skills in a general-purpose language and expertise in Python or R

+ Exceptional analytical, decision-making, and problem-solving skills as well as solid communication and presentation skills with technical and non-technical audiences

+ Experience and understanding of software development practice concepts and technology obtained through formal training and/or work experience



*Location**


San Antonio, TX: 20880 Stone Oak Parkway, 78258

Position Type

Regular

The Company is an equal opportunity employer and will not tolerate discrimination in employment on the basis of race, color, age, sex, sexual orientation, gender identity or expression, religion, disability, ethnicity, national origin, marital status, protected veteran status, genetic information, or any other legally protected classification or status.

Our organization participates in E-Verify. Click here at http://iheartmediacareers.com/Pages/EEO.aspx to learn about E-Verify.

Current employees and contingent workers click here at https://wd5.myworkday.com/iheartmedia/d/task/3005$1999.htmld to apply and search by the Job Posting Title.

iHeartMedia is the number one audio company in the United States, reaching nine out of 10 Americans every month - we specialize in radio, digital, social, podcasts, influencers, data, and events across the nation and provide premier opportunities for advertisers.

Visit iHeartMedia.com at https://iheartmedia.com/ to learn more about us.",Media,3.2,2020-05-07,2020-06-06,FULL_TIME
